SpeciesID,Week,Species
PIED02,4.24763308885734,PIED
PIED02,10.2895209079812,PIED
PIED02,14.5613986425266,PIED
PIED02,15.8012856292639,PIED
PIED02,5.72212936400682,PIED
PIED02,6.54588683832032,PIED
PIED02,8.89391683862583,PIED
PIED03,1.00065827705389,PIED
PIED03,8.84388122758081,PIED
PIED03,9.48319728567222,PIED
PIED03,11.3603543382619,PIED
PIED03,12.3397831456209,PIED
PIED03,17.8436212410924,PIED
PIED03,14.7394929422471,PIED
PIED03,15.4626774621652,PIED
PIED03,19.997702122567,PIED
PIED03,3.95722988955381,PIED
PIED03,6.16594903986379,PIED
PIED03,7.4423066511175,PIED
PIED04,1.00101195527293,PIED
PIED04,12.9795313282725,PIED
PIED04,4.16948163791918,PIED
PIED04,13.9860586538113,PIED
PIED05,1.00260785666941,PIED
PIED05,16.9996299520101,PIED
PIED05,4.42583481263613,PIED
PIED05,5.72757535008857,PIED
PIED05,9.18716010857461,PIED
PIED05,7.38695670135347,PIED
PIED05,8.93491071150101,PIED
PIED05,11.3828788967657,PIED
PIED05,12.4029463247558,PIED
PIED05,14.5274518090587,PIED
PIED05,15.2574788784947,PIED
PIED06,1.00149729861841,PIED
PIED06,5.12340318516834,PIED
PIED06,7.29043089409753,PIED
PIED06,11.7202486628146,PIED
PIED06,12.0983254825633,PIED
PIED06,16.8106425370466,PIED
PIED06,19.9914633540151,PIED
PIED06,4.69799231781273,PIED
PIED07,1.00154968698435,PIED
PIED07,9.4317117313809,PIED
PIED07,10.976929231768,PIED
PIED07,12.1435332992716,PIED
PIED07,14.8513172305791,PIED
PIED07,19.9983383789006,PIED
PIED07,15.3138616973187,PIED
PIED07,17.1123840226945,PIED
PIED07,4.41526005508441,PIED
PIED07,5.36261357234085,PIED
PIED07,7.04335509999993,PIED
PIED07,8.66419446804006,PIED
PIED09,1.00188988533404,PIED
PIED09,7.35413834894814,PIED
PIED09,4.3886765425641,PIED
PIED09,5.74950330412787,PIED
PIED09,8.81118821556162,PIED
PIED09,10.1032029902671,PIED
PIED09,14.3913501312582,PIED
PIED09,15.9988079116801,PIED
PIED11,1.00077383348367,PIED
PIED11,5.80376343407671,PIED
PIED11,11.8486827164418,PIED
PIED11,12.9959794953895,PIED
PIED12,3.47520475410204,PIED
PIED12,8.67120584765016,PIED
PIED12,9.33799960049944,PIED
PIED12,10.9281260314815,PIED
PIED12,12.4855755028174,PIED
PIED12,13.9967633217485,PIED
PIED12,5.88947935870299,PIED
PIED12,7.39239116782115,PIED
PIED13,1.00088895056683,PIED
PIED13,12.8006817232066,PIED
PIED13,3.52469807865239,PIED
PIED13,6.22463544464928,PIED
PIED13,7.44839741878948,PIED
PIED13,8.8061195887106,PIED
PIED13,9.67249895564403,PIED
PIED14,1.00317289565113,PIED
PIED14,17,PIED
PIED14,3.82433786469423,PIED
PIED14,8.69467131179406,PIED
PIED14,5.79282840569038,PIED
PIED14,7.0889215667184,PIED
PIED14,9.64806543862595,PIED
PIED14,12.8120598881765,PIED
PIED14,14.1232015599975,PIED
PIED14,15.7999980347746,PIED
PIED16,1.00204663115531,PIED
PIED16,2.75003126650251,PIED
PIED16,5.68921738632018,PIED
PIED16,7.17875243227045,PIED
PIED16,8.79392322693423,PIED
PIED16,12.5731619072354,PIED
PIED16,9.87150529706035,PIED
PIED16,11.7649985391142,PIED
PIED16,13.7997972305825,PIED
PIED16,14.9949609059578,PIED
