Time,Conductance,Temperature_C,SpeciesID,SerialNumber,CalNum,LeafSensor_PercentRH,FilterSensor_PercentRH
4/7/2022 1:18 PM,193.8,22.3,PIFL04,LPS3038,2202002,36.0,15.9
4/7/2022 1:20 PM,203.7,22.2,PIFL03,LPS3038,2202002,37.5,17.1
4/7/2022 1:23 PM,287.1,22.2,PIFL05,LPS3038,2202002,43.3,19.6
4/7/2022 1:25 PM,62.2,22.2,PIFL07,LPS3038,2202002,18.2,8.0
4/7/2022 1:27 PM,44.4,22.2,PIFL09,LPS3038,2202002,13.8,5.9
4/7/2022 1:28 PM,53.8,22.2,PIFL12,LPS3038,2202002,16.2,7.1
4/7/2022 1:30 PM,53.9,22.2,PIFL06,LPS3038,2202002,16.3,7.2
4/7/2022 1:32 PM,41.8,22.3,PIFL13,LPS3038,2202002,13.2,5.6
4/7/2022 1:34 PM,127.0,22.2,PIFL29,LPS3038,2202002,29.4,13.4
4/7/2022 1:37 PM,130.7,22.2,PIFL28,LPS3038,2202002,29.9,13.7
4/7/2022 1:39 PM,251.4,22.3,PIFL30,LPS3038,2202002,40.9,18.5
4/7/2022 1:41 PM,53.5,22.3,PIFL32,LPS3038,2202002,16.0,6.9
4/7/2022 1:42 PM,47.9,22.3,PIFL35,LPS3038,2202002,14.6,6.3
4/7/2022 1:44 PM,49.4,22.2,PIFL39,LPS3038,2202002,15.3,6.7
4/7/2022 1:46 PM,40.7,22.2,PIFL40,LPS3038,2202002,12.9,5.5
4/7/2022 1:47 PM,44.1,22.2,PIFL31,LPS3038,2202002,13.6,5.7
4/7/2022 1:48 PM,46.5,22.2,PIFL34,LPS3038,2202002,14.2,6.0
4/7/2022 1:50 PM,39.4,22.2,PIFL37,LPS3038,2202002,12.3,5.1
4/7/2022 1:51 PM,41.7,22.2,PIFL38,LPS3038,2202002,13.0,5.5
4/7/2022 1:53 PM,48.1,22.2,PIFL36,LPS3038,2202002,14.7,6.3
